Ticket_ID,Parent_Ticket,Linked_Ticket,Timestamp,Region,Sub_Region,Device_Model,Platform,Vendor_Version,App_Version,Middleware_Version,Raw_Firmware_String,Raw_Log_Entry,Error_Code,Failure_Category,Boot_Time_ms,CPU_Temp_C,Log_Size_MB,Ticket_Status,Resolution_Days,Resolved_By
RDKEVD-5391,,,2026-01-02T05:15:49.000Z,UK,Edinburgh,Pioneer-V22K,Amlogic,2.10.0,4.47.0,8.5.2.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20250903000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.10.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-03 00:00:00""","WPEFramework [6967]: [8229] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
WPEFramework [6967]: [8229] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xe8c3fcf]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [6967]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6967]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [6967]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",N/A,IR Wake — Unconfigured Key,33738,40,0.41,Testing,,Bootloader Team
RDKEVD-8030,,,2026-01-02T05:56:47.000Z,UK,Edinburgh,Hisense-A6GP,Amlogic,2.12.0,4.48.1,8.5.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20250929000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-29 00:00:00""","WPEFramework [8713]: [8716] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [8713]: [8716] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0xd910782]
kernel: meson-remote ff308040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [8713]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8713]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [8713]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,25908,42,0.12,In Progress,,Bootloader Team
RDKEVD-9109,,,02-01-2026 06:16:17,UK,London,his-a6gp,Amlogic,2.11.0,4.48.1,8.6.0.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251004000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-04 00:00:00""","kernel: EXT4-fs error: No space left on /opt device — write failed
logrotate: /opt partition usage: 98% — log rotation failed for wpa_supplicant.log
logrotate: /opt/logs/wpa_supplicant.log size exceeds threshold — rotation skipped",LOGPART_ROT_FAIL,Log Partition Full,22119,41,2.33,Resolved,11,Device Engineering
RDKEVD-6574,RDKTV-30755,,2026-01-02T08:10:27.000Z,UK,London,Element-Teone,Amlogic,2.11.0,4.46.1,8.5.2.0,"imagename: ELTE11MWR_FULLSTACK-TEST_DEV_default_20251109000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-09 00:00:00""","kernel: EXT4-fs error: No space left on /opt device
logrotate: Failed to rotate bluez.log: /opt partition full (100%)
kernel: Kernel panic - not syncing: Out of memory and no killable processes",,Log Partition Full,26408,67,2.22,Merged to Develop,,Device Engineering
RDKEVD-7656,RDKTV-31198,,2026-01-02T08:47:44.000Z,UK,Birmingham ,Sharp-MTK  ,MediaTek,3.02.0,4.50.0,8.4.1.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251119000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.02.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-19 00:00:00""","WPEFramework [7589]: [8183] INFO [PowerManagerImplementation.cpp:602] GetLastWakeupKeyCode: >>
WPEFramework [7589]: [8183] INFO [DeepSleepImpl.h:182] GetLastWakeupKeyCode: wakeupkeyCode: 409, status: Success
controlMgr [7589]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <409> (Key_DisneyPlus), status = <DOWN>
controlMgr [7589]: ctrlm_main_thread: Enter power state <ON>",WAKE_409,IR Wake — Spurious,26884,69,0.16,Resolved,3,Device Engineering
RDKEVD-6571,RDKTV-30748,RDKTV-30753,2026-01-02T09:03:20.000Z,UK,Bristol,Sharp-A60,Amlogic,2.12.0,4.49.0,8.5.2.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20251206000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-06 00:00:00""","controlMgr [6820]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
WPEFramework [6820]: [6391] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 106
com.sky.as.apps_com.bskyb.epgui [6820]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""
com.sky.as.apps_com.bskyb.epgui [6820]: StandbyScene.log: ""Standby handlePowerkeys: 01000014 key Down : 1""",IRKEY_106,IR Key — Wrong Mapping,28584,46,0.67,Merged to Develop,,Platform Team
RDKEVD-6539,,,2026-01-02T09:04:53.000Z,UK,Birmingham,PioneerUHD,Amlogic,2.11.0,4.48.1,8.5.2.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251212000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-12 00:00:00""","kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x90e14f8]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 106, Value: 1
controlMgr [6891]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [6891]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""",IRKEY_106,IR Key — Wrong Mapping,31537,69,1.19,Resolved,3,Device Engineering
RDKEVD-8781,,,02/01/2026 15:38,UK,London,Pioneer Uhd ,Amlogic,2.12.0,4.46.1,8.6.0.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251025000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-25 00:00:00""","WPEFramework [5529]: SIGABRT received in wpeframework pid=5529 — core dumped to /opt/logs/core_wpeframework
WPEFramework [5529]: Plugin Prime state=ERROR reason=CRASH exitcode=-11
WPEFramework [5529]: WPEFramework watchdog timeout after 30s — initiating restart",WPEF_WATCHDOG,WPEFramework Crash,37386,93,0.42,In Progress,,Device Engineering
RDKEVD-9840,RDKTV-32119,,2026-01-02T16:24:00.000Z,UK,Edinburgh,Hisense-A6GP,Amlogic,2.12.0,4.46.1,8.5.2.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251211000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-11 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 3499 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_SOFTLOCK,Kernel Panic — OOM,23765,88,1.11,Code Review,,BSP Team
RDKEVD-9526,,,2026-01-02T18:24:21.000Z,UK,Birmingham,sharp-mtk ,MediaTek,3.01.0,4.48.1,8.4.1.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251005000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.01.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-05 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 4865 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_VFS,Kernel Panic — OOM,27114,77,1.58,New,,Platform Team
RDKEVD-7766,,,2026-01-02T19:39:06.000Z,UK,Bristol,Sharp-MTK,MediaTek,3.03.0,4.50.0,8.4.1.0,"imagename: SHUHTS11TEI_FULLSTACK-TEST_DEV_default_20251118000000  OSS_VERSION=4.9.0  VENDOR_VERSION=3.03.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-18 00:00:00""","kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x1ebe859]
kernel: evbug: Event. Dev: input0, Type: 1, Code: 28, Value: 1
controlMgr [8956]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <28> (Key_OK), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8956]: MainView.log: keyEvent keycode: Key_OK ""0x01000005 (Key_OK)""",IRKEY_28,IR Key — Wrong Mapping,,59,0.47,Analysis,,Device Engineering
RDKEVD-7166,RDKTV-31013,,Jan 02 2026 22:00:26,UK,Birmingham,pioneer v22k,Amlogic,2.11.0,4.47.0,8.5.0.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20250911000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-11 00:00:00""","WPEFramework [8553]: [8121] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":409,""success"":true}
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xdb3f4b3]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [8553]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <409> (Key_DisneyPlus), status = <DOWN>
controlMgr [8553]: ctrlm_main_thread: Enter power state <ON>",WAKE_409,IR Wake — Spurious,32048,38,0.87,Merged to Develop,,Device Engineering
RDKEVD-7183,,,02-01-2026 22:14:54,UK,Manchester,Hisense V2 ,Amlogic,2.14.0,4.50.0,8.5.2.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251216000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-16 00:00:00""","WPEFramework [7614]: [8086] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
WPEFramework [7614]: [8086] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff308040.rc: ir_xmp_get_scancode code: [0x73c47cc]
kernel: meson-remote ff308040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [7614]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7614]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [7614]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,28396,59,0.17,Analysis,,Device Engineering
RDKEVD-7285,,,2026-01-02T23:38:37.000Z,UK,Bristol,Apache-4K,Amlogic,2.14.0,4.47.0,8.5.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251114000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-14 00:00:00""","WPEFramework [6341]: [7395] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":409,""success"":true}
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xe6190b4]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [6341]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <409> (Key_DisneyPlus), status = <DOWN>
controlMgr [6341]: ctrlm_main_thread: Enter power state <ON>",ERR_UNKNOWN,IR Wake — Spurious,39862,52,0.2,In Progress,,BSP Team
RDKEVD-9307,,,Jan 03 2026 02:47:25,UK,Bristol,hisense a6gp,Amlogic,2.11.0,4.46.1,8.4.1.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251222000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.4.1.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-22 00:00:00""","controlMgr [7369]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
MPEFramework [7369]: [8099] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 106
com.sky.as.apps_com.bskyb.epgui [7369]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""
com.sky.as.apps_com.bskyb.epgui [7369]: StandbyScene.log: ""Standby handlePowerkeys: 01000014 key Down : 1""",IRKEY_106,IR Key — Wrong Mapping,34998,45,0.58,Closed,4,Device Engineering
RDKEVD-6245,,,2026-01-03T03:18:35.000Z,UK,Birmingham,Apache-2K,Amlogic,2.11.0,4.44.0,8.6.0.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20250923000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.44.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-23 00:00:00""","controlMgr [6718]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
WPEFramework [6718]: [6846] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 106
com.sky.as.apps_com.bskyb.epgui [6718]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""
com.sky.as.apps_com.bskyb.epgui [6718]: StandbyScene.log: ""Standby handlePowerkeys: 01000014 key Down : 1""",IRKEY_106,IR Key — Wrong Mapping,,58,1.1,New,,Platform Team
RDKEVD-5927,,,2026-01-03T03:22:44.000Z,UK,Bristol,Sharp-A60,Amlogic,2.14.0,4.49.0,8.6.0.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20251012000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-12 00:00:00""","controlMgr [8146]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <106> (Key_Right), status = <DOWN>
NPEFramework [8146]: [7524] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 106
com.sky.as.apps_com.bskyb.epgui [8146]: MainView.log: keyEvent keycode: Key_Right ""0x01000014 (Key_Right)""
com.sky.as.apps_com.bskyb.epgui [8146]: StandbyScene.log: ""Standby handlePowerkeys: 01000014 key Down : 1""",ERR_UNKNOWN,IR Key — Wrong Mapping,23496,66,0.34,New,,Device Engineering
RDKEVD-7332,,RDKTV-31080,03/01/2026 04:03,UK,Bristol,SHARP_A60,Amlogic,2.13.0,4.49.0,8.5.2.0,"imagename: SHUHTS11MEI_FULLSTACK-TEST_DEV_default_20251214000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-14 00:00:00""","MPEFramework [7509]: [7077] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 412, error
MPEFramework [7509]: [7077] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 412
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xb75bf6c]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 412, Value: 1
controlMgr [7509]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <412> (Key_Mic), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7509]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_Mic""
com.sky.as.apps_com.bskyb.epgui [7509]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_412,IR Wake — Unconfigured Key,37408,53,0.32,Merged to Develop,,Bootloader Team
RDKEVD-8597,,,2026-01-03T04:43:00.000Z,UK,Birmingham,Hisense-A6GP,Amlogic,2.11.0,4.47.0,8.5.2.0,"imagename: HSTP11MWR_FULLSTACK-TEST_DEV_default_20251031000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.11.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-31 00:00:00""",WPEFramework [8740]: Transient error cleared on retry — no further action required,NR_NOEV,No Repro / Other,24640,999,0.22,Closed,1,No Action
RDKEVD-6191,,,2026-01-03T05:56:24.000Z,UK,London,Pioneer-UHD,Amlogic,2.13.0,4.48.1,8.5.0.0,"imagename: PITU11MWR_FULLSTACK-TEST_DEV_default_20251206000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.13.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-06 00:00:00""","WPEFramework [5434]: SIGABRT received in wpeframework pid=5434 — core dumped to /opt/logs/core_wpeframework
WPEFramework [5434]: Plugin OCDM state=ERROR reason=CRASH exitcode=-11
WPEFramework [5434]: WPEFramework watchdog timeout after 30s — initiating restart",WPEF_SIGABRT,WPEFramework Crash,,89,0.48,Code Review,,Device Engineering
RDKEVD-5698,,,2026-01-03T08:27:30.000Z,UK,Bristol,Hisense-V2,Amlogic,2.14.0,4.48.1,8.5.0.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251019000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.48.1  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-19 00:00:00""","NPEFramework [8545]: [7491] INFO [SystemServices.cpp:2476] getLastWakeupKeyCode: response={""wakeupkeyCode"":406,""success"":true}
kernel: meson-remote ff888040.rc: ir_xmp_get_scancode code: [0xbe2d49]
kernel: meson-remote ff308848.rc: ir_do_keydown: non tagged remote key pressed!!!
controlMgr [8545]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <406> (Key_Netflix), status = <DOWN>
controlMgr [8545]: ctrlm_main_thread: Enter power state <ON>",WAKE_406,IR Wake — Spurious,43624,62,0.58,Code Review,,BSP Team
RDKEVD-6897,,,2026-01-03T08:33:46.000Z,UK,London,Hisense-V2,Amlogic,2.15.0,4.50.0,8.5.2.0,"imagename: HSTP12MWR_FULLSTACK-TEST_DEV_default_20251220000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.15.0  APPLICATION_VERSION=4.50.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-12-20 00:00:00""","kernel: Kernel panic - not syncing: Out of memory and no killable processes
kernel: oom-kill: constraint=CONSTRAINT_NONE total_vm=524288kB anon-rss=498176kB file-rss=4096kB
kernel: Out of memory: Killed process 4477 (wpeframework) total-vm=131072kB, anon-rss=98304kB",RBT_KP_OOM,Kernel Panic — OOM,29930,999,1.25,New,,BSP Team
RDKEVD-9202,,,03-01-2026 10:39:49,UK,Manchester,apache 4k,Amlogic,2.14.0,4.47.0,8.5.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251101000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.47.0  MIDDLEWARE_VERSION=8.5.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-11-01 00:00:00""","WPEFramework [5217]: SIGABRT received in wpeframework pid=5217 — core dumped to /opt/logs/core_wpeframework
WPEFramework [5217]: Plugin HtmlApp state=ERROR reason=CRASH exitcode=-11
WPEFramework [5217]: WPEFramework watchdog timeout after 30s — initiating restart",WPEF_WATCHDOG,WPEFramework Crash,43581,74,1.01,Code Review,,Device Engineering
RDKEVD-8473,,,2026-01-03T11:31:56.000Z,UK,Bristol,Pioneer-V22K,Amlogic,2.12.0,4.46.1,8.5.2.0,"imagename: XUSHTB11MWR_FULLSTACK-TEST_DEV_default_20251008000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.12.0  APPLICATION_VERSION=4.46.1  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-08 00:00:00""","WPEFramework [8920]: [7975] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [8920]: [7975] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff888840.rc: ir_xmp_get_scancode code: [0xcdf9e86]
kernel: meson-remote ff888840.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [8920]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [8920]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [8920]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,,58,0.31,Closed,3,Device Engineering
RDKEVD-5426,RDKTV-30261,,2026-01-03T13:30:34.000Z,UK,Edinburgh,apch-4k,Amlogic,2.14.0,4.49.0,8.6.0.0,"imagename: XUSPTC11MWR_FULLSTACK-TEST_DEV_default_20251015000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.14.0  APPLICATION_VERSION=4.49.0  MIDDLEWARE_VERSION=8.6.0.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-10-15 00:00:00""","WPEFramework [7675]: [7997] INFO [PowerManagerImplementation.cpp:610] GetLastWakeupKeyCode: << Wakeup keycode: 11, error
WPEFramework [7675]: [7997] WARN [SystemServices.cpp:2473] getLastWakeupkeyCode WakeupkeyCode: 11
kernel: meson-remote ff308848.rc: ir_xmp_get_scancode code: [0x8c5400c]
kernel: meson-remote ff888040.rc: ir_do_keydown: non tagged remote key pressed!!!
kernel: evbug: Event. Dev: input0, Type: 1, Code: 11, Value: 1
controlMgr [7675]: CTRLM TELE: ctrlm_ir_key_monitor_thread: INFRARED_CONTROLLER code = <11> (Key_0), status = <DOWN>
com.sky.as.apps_com.bskyb.epgui [7675]: StandbyScene.log: ""Wake Reason RCU with trigger RCU key"" ""Key_0""
com.sky.as.apps_com.bskyb.epgui [7675]: SystemModel.log: ""The wake reason should always be defined, if it is not, please fix it""",WAKE_UNCONFIG_11,IR Wake — Unconfigured Key,31449,57,0.86,Testing,,Bootloader Team
RDKEVD-8839,,,2026-01-03T16:51:32.000Z,UK,London,Apache-2K,Amlogic,2.09.0,4.45.0,8.5.2.0,"imagename: XUSHTC11MWR_FULLSTACK-TEST_DEV_default_20250923000000  OSS_VERSION=4.9.0  VENDOR_VERSION=2.09.0  APPLICATION_VERSION=4.45.0  MIDDLEWARE_VERSION=8.5.2.0  YOCTO_VERSION=kirkstone  SDK_VERSION=5.1  FW_CLASS=rdke  BUILD_TIME=""2025-09-23 00:00:00""","kernel: EXT4-fs error (device mmcblk0p10): ext4_find_entry:1455: inode #2: comm logrotate: reading directory lblock 0
kernel: EXT4-fs error: No space left on /opt device — write failed
kernel: Kernel panic - not syncing: VFS: Unable to mount root fs",N/A,Kernel Panic — OOM,38287,75,2.0,New,,BSP Team
